analysis_type,comparison,metric_x,metric_y,n_scenarios,pearson_r,inference_note,scenario_value,baseline_value,absolute_difference,percent_difference_from_baseline
IT_load_magnitude_comparison,high_it_load versus baseline_real,DR_interval_compliance_pct_pooled_test_mean_across_seeds,baseline_real,2,,Descriptive paired scenario contrast; no causal or statistical claim.,31.09375,99.84375,-68.75,-68.8575899843505
IT_load_magnitude_comparison,high_it_load versus baseline_real,DR_violation_energy_kWh_pooled_test_mean_across_seeds,baseline_real,2,,Descriptive paired scenario contrast; no causal or statistical claim.,9175.92311420557,0.325857893959272,9175.59725631161,2815827.82753099
IT_load_magnitude_comparison,high_it_load versus baseline_real,daily_cost_EUR_mean_across_seeds,baseline_real,2,,Descriptive paired scenario contrast; no causal or statistical claim.,485.851283020107,393.003638970863,92.8476440492444,23.6251359637228
IT_load_magnitude_comparison,high_it_load versus baseline_real,carbon_emissions_kgCO2_mean_across_seeds,baseline_real,2,,Descriptive paired scenario contrast; no causal or statistical claim.,6242.51163486991,5091.61374751235,1150.89788735757,22.6037940902306
IT_load_magnitude_comparison,high_it_load versus baseline_real,battery_throughput_kWh_mean_across_seeds,baseline_real,2,,Descriptive paired scenario contrast; no causal or statistical claim.,2618.27510343925,2741.28358587263,-123.008482433372,-4.4872585626421
IT_load_magnitude_comparison,high_it_load versus baseline_real,safety_intervention_fraction_pct_mean_across_seeds,baseline_real,2,,Descriptive paired scenario contrast; no causal or statistical claim.,21.8659420289855,5.74954710144928,16.1163949275362,280.307207562032
IT_temporal_structure_comparison,smooth_cloud_service versus baseline_real,mean_it_kW,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,388.282653636275,388.282653636275,5.6843418860808e-14,1.46397008283703e-14
IT_temporal_structure_comparison,smooth_cloud_service versus baseline_real,max_it_kW,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,708.561084691517,751.883576577996,-43.322491886479,-5.76186170785246
IT_temporal_structure_comparison,smooth_cloud_service versus baseline_real,mean_daily_it_energy_kWh,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,9318.7836872706,9318.7836872706,0,0
IT_temporal_structure_comparison,smooth_cloud_service versus baseline_real,VPP_tracking_RMSE_kW_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,79.6564557919917,80.3698030400603,-0.713347248068601,-0.887581182341623
IT_temporal_structure_comparison,smooth_cloud_service versus baseline_real,DR_interval_compliance_pct_pooled_test_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,99.84375,99.84375,0,0
IT_temporal_structure_comparison,smooth_cloud_service versus baseline_real,DR_violation_energy_kWh_pooled_test_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,1.45678392940629,0.325857893959272,1.13092603544702,347.061113574976
IT_temporal_structure_comparison,smooth_cloud_service versus baseline_real,daily_cost_EUR_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,392.366141019471,393.003638970863,-0.63749795139131,-0.16221171718936
IT_temporal_structure_comparison,smooth_cloud_service versus baseline_real,carbon_emissions_kgCO2_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,5084.94515496197,5091.61374751235,-6.66859255038162,-0.1309720823509
IT_temporal_structure_comparison,smooth_cloud_service versus baseline_real,battery_throughput_kWh_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,2625.31441989162,2741.28358587263,-115.969165981011,-4.23046949898452
IT_temporal_structure_comparison,smooth_cloud_service versus baseline_real,safety_intervention_fraction_pct_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,5.45289855072464,5.74954710144928,-0.296648550724638,-5.15951161874754
IT_temporal_structure_comparison,ai_training_bursty versus baseline_real,mean_it_kW,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,416.054500907626,388.282653636275,27.7718472713509,7.15248209294621
IT_temporal_structure_comparison,ai_training_bursty versus baseline_real,max_it_kW,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,1055.11888966069,751.883576577996,303.235313082697,40.330088663832
IT_temporal_structure_comparison,ai_training_bursty versus baseline_real,mean_daily_it_energy_kWh,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,9985.30802178302,9318.7836872706,666.52433451242,7.15248209294618
IT_temporal_structure_comparison,ai_training_bursty versus baseline_real,VPP_tracking_RMSE_kW_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,105.698096926722,80.3698030400603,25.3282938866619,31.5146895084924
IT_temporal_structure_comparison,ai_training_bursty versus baseline_real,DR_interval_compliance_pct_pooled_test_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,37.03125,99.84375,-62.8125,-62.9107981220657
IT_temporal_structure_comparison,ai_training_bursty versus baseline_real,DR_violation_energy_kWh_pooled_test_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,4991.65702458776,0.325857893959272,4991.3311666938,1531750.88258492
IT_temporal_structure_comparison,ai_training_bursty versus baseline_real,daily_cost_EUR_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,420.435295963225,393.003638970863,27.431656992362,6.98000076136594
IT_temporal_structure_comparison,ai_training_bursty versus baseline_real,carbon_emissions_kgCO2_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,5414.7878493065,5091.61374751235,323.174101794149,6.3471841702848
IT_temporal_structure_comparison,ai_training_bursty versus baseline_real,battery_throughput_kWh_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,2514.86555624819,2741.28358587263,-226.41802962444,-8.25956244699743
IT_temporal_structure_comparison,ai_training_bursty versus baseline_real,safety_intervention_fraction_pct_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,11.9270833333333,5.74954710144928,6.17753623188406,107.443875541552
IT_temporal_structure_comparison,workload_shiftable versus baseline_real,mean_it_kW,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,388.282653636275,388.282653636275,0,0
IT_temporal_structure_comparison,workload_shiftable versus baseline_real,max_it_kW,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,704.088968171357,751.883576577996,-47.794608406639,-6.35665013779977
IT_temporal_structure_comparison,workload_shiftable versus baseline_real,mean_daily_it_energy_kWh,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,9318.7836872706,9318.7836872706,0,0
IT_temporal_structure_comparison,workload_shiftable versus baseline_real,VPP_tracking_RMSE_kW_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,77.3146760119268,80.3698030400603,-3.05512702813347,-3.80133696061274
IT_temporal_structure_comparison,workload_shiftable versus baseline_real,DR_interval_compliance_pct_pooled_test_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,100,99.84375,0.15625,0.156494522691706
IT_temporal_structure_comparison,workload_shiftable versus baseline_real,DR_violation_energy_kWh_pooled_test_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,0,0.325857893959272,-0.325857893959272,-100
IT_temporal_structure_comparison,workload_shiftable versus baseline_real,daily_cost_EUR_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,393.135213269604,393.003638970863,0.1315742987411,0.033479155329362
IT_temporal_structure_comparison,workload_shiftable versus baseline_real,carbon_emissions_kgCO2_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,5109.56249636215,5091.61374751235,17.9487488498044,0.352515916168498
IT_temporal_structure_comparison,workload_shiftable versus baseline_real,battery_throughput_kWh_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,2723.7430341689,2741.28358587263,-17.5405517037302,-0.639866367497567
IT_temporal_structure_comparison,workload_shiftable versus baseline_real,safety_intervention_fraction_pct_mean_across_seeds,baseline_real,2,,Descriptive synthetic-scenario contrast; daily energy preservation varies by scenario.,4.66711956521739,5.74954710144928,-1.08242753623189,-18.8263095706971
IT_load_x_DR_coincidence,dr_coincident_high_load versus baseline_real during active DR intervals where applicable,mean_IT_load_during_DR_kW,baseline_real,2,,Frozen scenario datasets,704.578661503188,563.662929202551,140.915732300638,25
IT_load_x_DR_coincidence,dr_coincident_high_load versus baseline_real during active DR intervals where applicable,mean_facility_load_during_DR_kW,baseline_real,2,,Frozen scenario datasets,906.762793266633,725.410234613306,181.352558653327,25
IT_load_x_DR_coincidence,dr_coincident_high_load versus baseline_real during active DR intervals where applicable,mean_grid_import_during_DR_kW,baseline_real,2,,Mean across five frozen proposed-controller trajectories,479.997090172813,471.2885580268,8.70853214601249,1.84781319166193
IT_load_x_DR_coincidence,dr_coincident_high_load versus baseline_real during active DR intervals where applicable,mean_battery_discharge_during_DR_kW,baseline_real,2,,Mean across five frozen proposed-controller trajectories; positive battery power means discharge,426.73249996882,254.088473461506,172.644026507314,67.9464220298327
IT_load_x_DR_coincidence,dr_coincident_high_load versus baseline_real during active DR intervals where applicable,DR_period_tracking_RMSE_kW,baseline_real,2,,"Calculated from frozen DR-active trajectory rows, then averaged across seeds",70.8659125497639,33.3154095328931,37.5505030168709,112.712115934809
IT_load_x_DR_coincidence,dr_coincident_high_load versus baseline_real during active DR intervals where applicable,pooled_test_DR_interval_compliance_pct,baseline_real,2,,Frozen proposed-controller trajectories; recomputed read-only over the pooled test horizon,96.40625,99.84375,-3.4375,-3.44287949921753
IT_load_x_DR_coincidence,dr_coincident_high_load versus baseline_real during active DR intervals where applicable,pooled_test_DR_violation_energy_kWh,baseline_real,2,,Frozen proposed-controller trajectories; recomputed read-only over the pooled test horizon,344.234065894367,0.325857893959272,343.908208000408,105539.320782387
IT_load_x_DR_coincidence,dr_coincident_high_load versus baseline_real during active DR intervals where applicable,authoritative_daily_episode_VPP_tracking_RMSE_kW,baseline_real,2,,Frozen scenario_seed_means.csv,84.9371373253969,80.3698030400603,4.56733428533667,5.6828984426652
